Impact,output-BillWeb-73,Severity,Title,"Bulletin
ID",output-Report-66,output-Gateway_Backup.76,output-MamWeb-70,output-MemDB-72,output-BillDB-75,Supersedes,output -WinJumpoff-68,output-BackUp-65,output-Mem&BillTest-95,Component KB,output-MemAPI-71,CVEs,Bulletin KB,"Date
Posted",Affected Component,Reboot,output-BillAPI-74,Affected Product
Denial of Service,False,Important,Vulnerabilities in .NET Framework Could Allow Elevation of Privilege,MS14-009,False,False,False,False,False,,False,False,False,2901125,False,"CVE-2014-0253,CVE-2014-0257,CVE-2014-0295",2916607,2014-02-11,Microsoft .NET Framework 3.5,Maybe,False,Windows Server 2012 R2 (server core installation)
Denial of Service,False,Important,Vulnerabilities in .NET Framework Could Allow Elevation of Privilege,MS14-009,False,False,False,False,False,,False,False,False,2898868,False,"CVE-2014-0253,CVE-2014-0257,CVE-2014-0295",2916607,2014-02-11,Microsoft .NET Framework 3.5,Maybe,False,Windows Server 2012 R2
Denial of Service,False,Important,Vulnerabilities in .NET Framework Could Allow Elevation of Privilege,MS14-009,False,False,False,False,False,,False,False,False,2901128,False,"CVE-2014-0253,CVE-2014-0257,CVE-2014-0295",2916607,2014-02-11,Microsoft .NET Framework 4.5.1,Maybe,False,Windows Server 2012 R2
Denial of Service,False,Important,Vulnerabilities in .NET Framework Could Allow Elevation of Privilege,MS14-009,False,False,False,False,False,,False,False,False,2901128,False,"CVE-2014-0253,CVE-2014-0257,CVE-2014-0295",2916607,2014-02-11,Microsoft .NET Framework 4.5.1,Maybe,False,Windows Server 2012 R2 (server core installation)
Elevation of Privilege,False,Important,Vulnerabilities in .NET Framework Could Allow Elevation of Privilege,MS14-009,False,False,False,False,False,,False,False,False,2898871,False,"CVE-2014-0253,CVE-2014-0257,CVE-2014-0295",2916607,2014-02-11,Microsoft .NET Framework 4.5.1,Maybe,False,Windows Server 2012 R2
Elevation of Privilege,False,Important,Vulnerabilities in .NET Framework Could Allow Elevation of Privilege,MS14-009,False,False,False,False,False,,False,False,False,2898871,False,"CVE-2014-0253,CVE-2014-0257,CVE-2014-0295",2916607,2014-02-11,Microsoft .NET Framework 4.5.1,Maybe,False,Windows Server 2012 R2 (server core installation)
Elevation of Privilege,False,Important,Vulnerabilities in .NET Framework Could Allow Elevation of Privilege,MS14-009,False,False,False,False,False,,False,False,False,2898868,False,"CVE-2014-0253,CVE-2014-0257,CVE-2014-0295",2916607,2014-02-11,Microsoft .NET Framework 3.5,Maybe,False,Windows Server 2012 R2 (server core installation)
Remote Code Execution,False,Critical,Vulnerability in Direct2D Could Allow Remote Code Execution,MS14-007,False,False,False,False,False,,True,False,True,2912390,False,CVE-2014-0263,2912390,2014-02-11,,Maybe,False,Windows Server 2012
Remote Code Execution,False,Critical,Vulnerability in Direct2D Could Allow Remote Code Execution,MS14-007,False,False,False,False,False,,True,False,True,2912390,False,CVE-2014-0263,2912390,2014-02-11,,Maybe,False,Windows Server 2012 R2
Denial of Service,False,Important,Vulnerability in TCP/IP IPv6 Could Allow Denial of Service,MS14-006,False,False,False,False,False,MS13-065[2868623],False,False,False,2904659,False,CVE-2014-0254,2904659,2014-02-11,,Yes,False,Windows Server 2012
Denial of Service,False,Important,Vulnerability in TCP/IP IPv6 Could Allow Denial of Service,MS14-006,False,False,False,False,False,MS13-065[2868623],False,False,False,2904659,False,CVE-2014-0254,2904659,2014-02-11,,Yes,False,Windows Server 2012 (Server Core installation)
Information Disclosure,False,Low,Vulnerability in Microsoft XML Core Services Could Allow Information Disclosure,MS14-005,False,False,False,False,False,,False,False,False,2916036,False,CVE-2014-0266,2916036,2014-02-11,Microsoft XML Core Services 3.0,Maybe,False,Windows Server 2012
Information Disclosure,False,Low,Vulnerability in Microsoft XML Core Services Could Allow Information Disclosure,MS14-005,False,False,False,False,False,,False,False,False,2916036,False,CVE-2014-0266,2916036,2014-02-11,Microsoft XML Core Services 3.0,Maybe,False,Windows Server 2012 R2
Information Disclosure,False,Low,Vulnerability in Microsoft XML Core Services Could Allow Information Disclosure,MS14-005,False,False,False,False,False,,False,False,False,2916036,False,CVE-2014-0266,2916036,2014-02-11,Microsoft XML Core Services 3.0,Maybe,False,Windows Server 2012 (Server Core installation)
Information Disclosure,False,Low,Vulnerability in Microsoft XML Core Services Could Allow Information Disclosure,MS14-005,False,False,False,False,False,,False,False,False,2916036,False,CVE-2014-0266,2916036,2014-02-11,Microsoft XML Core Services 3.0,Maybe,False,Windows Server 2012 R2 (server core installation)
Denial of Service,False,Moderate,Vulnerabilities in Windows Kernel-Mode Drivers Could Allow Elevation of Privilege,MS13-101,False,False,False,False,False,MS13-081[2883150],False,False,False,2893984,False,"CVE-2013-3899,CVE-2013-3902,CVE-2013-3903,CVE-2013-3907,CVE-2013-5058",2880430,2013-12-10,,Yes,False,Windows Server 2012
Denial of Service,False,Moderate,Vulnerabilities in Windows Kernel-Mode Drivers Could Allow Elevation of Privilege,MS13-101,False,False,False,False,False,MS13-081[2883150],False,False,False,2893984,False,"CVE-2013-3899,CVE-2013-3902,CVE-2013-3903,CVE-2013-3907,CVE-2013-5058",2880430,2013-12-10,,Yes,False,Windows Server 2012 (Server Core installation)
Elevation of Privilege,False,Important,Vulnerabilities in Windows Kernel-Mode Drivers Could Allow Elevation of Privilege,MS13-101,False,False,False,False,False,,False,False,False,2887069,False,"CVE-2013-3899,CVE-2013-3902,CVE-2013-3903,CVE-2013-3907,CVE-2013-5058",2880430,2013-12-10,,Yes,False,Windows Server 2012
Denial of Service,False,Moderate,Vulnerabilities in Windows Kernel-Mode Drivers Could Allow Elevation of Privilege,MS13-101,False,False,False,False,False,,False,False,False,2893984,False,"CVE-2013-3899,CVE-2013-3902,CVE-2013-3903,CVE-2013-3907,CVE-2013-5058",2880430,2013-12-10,,Yes,False,Windows Server 2012 R2
Denial of Service,False,Moderate,Vulnerabilities in Windows Kernel-Mode Drivers Could Allow Elevation of Privilege,MS13-101,False,False,False,False,False,,False,False,False,2893984,False,"CVE-2013-3899,CVE-2013-3902,CVE-2013-3903,CVE-2013-3907,CVE-2013-5058",2880430,2013-12-10,,Yes,False,Windows Server 2012 R2 (server core installation)
Remote Code Execution,False,Critical,Vulnerability in Microsoft Scripting Runtime Object Library Could Allow Remote Code Execution,MS13-099,False,False,False,False,False,,True,False,True,2892074,False,CVE-2013-5056,2909158,2013-12-10,Windows Script 5.8,Maybe,False,Windows Server 2012
Remote Code Execution,False,Critical,Vulnerability in Microsoft Scripting Runtime Object Library Could Allow Remote Code Execution,MS13-099,False,False,False,False,False,,True,False,True,2892074,False,CVE-2013-5056,2909158,2013-12-10,Windows Script 5.8,Maybe,False,Windows Server 2012 R2
Remote Code Execution,False,Critical,Vulnerability in Microsoft Scripting Runtime Object Library Could Allow Remote Code Execution,MS13-099,False,False,False,False,False,,True,False,True,2892074,False,CVE-2013-5056,2909158,2013-12-10,Windows Script 5.8,Maybe,False,Windows Server 2012 (Server Core installation)
Remote Code Execution,False,Critical,Vulnerability in Microsoft Scripting Runtime Object Library Could Allow Remote Code Execution,MS13-099,False,False,False,False,False,,True,False,True,2892074,False,CVE-2013-5056,2909158,2013-12-10,Windows Script 5.8,Maybe,False,Windows Server 2012 R2 (server core installation)
Remote Code Execution,False,Critical,Vulnerability in Windows Could Allow Remote Code Execution,MS13-098,False,False,False,False,False,,True,False,True,2893294,False,CVE-2013-3900,2893294,2013-12-10,,Yes,False,Windows Server 2012
Remote Code Execution,False,Critical,Vulnerability in Windows Could Allow Remote Code Execution,MS13-098,False,False,False,False,False,,True,False,True,2893294,False,CVE-2013-3900,2893294,2013-12-10,,Yes,False,Windows Server 2012 R2
Remote Code Execution,False,Critical,Vulnerability in Windows Could Allow Remote Code Execution,MS13-098,False,False,False,False,False,,True,False,True,2893294,False,CVE-2013-3900,2893294,2013-12-10,,Yes,False,Windows Server 2012 (Server Core installation)
Remote Code Execution,False,Critical,Vulnerability in Windows Could Allow Remote Code Execution,MS13-098,False,False,False,False,False,,True,False,True,2893294,False,CVE-2013-3900,2893294,2013-12-10,,Yes,False,Windows Server 2012 R2 (server core installation)
Remote Code Execution,False,Important,Cumulative Security Update for Internet Explorer,MS13-097,False,False,False,False,False,MS13-088[2888505],False,False,False,2898785,False,"CVE-2013-5045,CVE-2013-5046,CVE-2013-5047,CVE-2013-5048,CVE-2013-5049,CVE-2013-5051,CVE-2013-5052",2898785,2013-12-10,Internet Explorer 10,Yes,False,Windows Server 2012
Remote Code Execution,False,Important,Cumulative Security Update for Internet Explorer,MS13-097,False,False,False,False,False,MS13-088[2888505],False,False,False,2898785,False,"CVE-2013-5045,CVE-2013-5046,CVE-2013-5047,CVE-2013-5048,CVE-2013-5049,CVE-2013-5051,CVE-2013-5052",2898785,2013-12-10,Windows Internet Explorer 11,Yes,False,Windows Server 2012 R2
Denial of Service,False,Important,Vulnerability in Digital Signatures Could Allow Denial of Service,MS13-095,False,False,False,False,False,,False,False,True,2868626,False,CVE-2013-3869,2868626,2013-11-12,,Yes,False,Windows Server 2012
Denial of Service,False,Important,Vulnerability in Digital Signatures Could Allow Denial of Service,MS13-095,False,False,False,False,False,,False,False,True,2868626,False,CVE-2013-3869,2868626,2013-11-12,,Yes,False,Windows Server 2012 R2
Denial of Service,False,Important,Vulnerability in Digital Signatures Could Allow Denial of Service,MS13-095,False,False,False,False,False,,False,False,True,2868626,False,CVE-2013-3869,2868626,2013-11-12,,Yes,False,Windows Server 2012 (Server Core installation)
Denial of Service,False,Important,Vulnerability in Digital Signatures Could Allow Denial of Service,MS13-095,False,False,False,False,False,,False,False,True,2868626,False,CVE-2013-3869,2868626,2013-11-12,,Yes,False,Windows Server 2012 R2 (server core installation)
Information Disclosure,False,Important,Vulnerability in Windows Ancillary Function Driver Could Allow Information Disclosure,MS13-093,False,False,False,False,False,,False,False,False,2875783,False,CVE-2013-3887,2875783,2013-11-12,,Yes,False,Windows Server 2012
Information Disclosure,False,Important,Vulnerability in Windows Ancillary Function Driver Could Allow Information Disclosure,MS13-093,False,False,False,False,False,,False,False,False,2875783,False,CVE-2013-3887,2875783,2013-11-12,,Yes,False,Windows Server 2012 (Server Core installation)
Elevation of Privilege,False,Important,Vulnerability in Hyper-V Could Allow Elevation of Privilege,MS13-092,False,False,False,False,False,,False,False,False,2893986,False,CVE-2013-3898,2893986,2013-11-12,,Yes,False,Windows Server 2012
Elevation of Privilege,False,Important,Vulnerability in Hyper-V Could Allow Elevation of Privilege,MS13-092,False,False,False,False,False,,False,False,False,2893986,False,CVE-2013-3898,2893986,2013-11-12,,Yes,False,Windows Server 2012
Remote Code Execution,False,Moderate,Cumulative Security Update of ActiveX Kill Bits,MS13-090,False,False,False,False,False,,False,False,False,2900986,False,CVE-2013-3918,2900986,2013-11-12,,Maybe,False,Windows Server 2012
Remote Code Execution,False,Moderate,Cumulative Security Update of ActiveX Kill Bits,MS13-090,False,False,False,False,False,,False,False,False,2900986,False,CVE-2013-3918,2900986,2013-11-12,,Maybe,False,Windows Server 2012 R2
Remote Code Execution,False,Critical,Vulnerability in Windows Graphics Device Interface Could Allow Remote Code Execution,MS13-089,False,False,False,False,False,,False,False,False,2876331,False,CVE-2013-3940,2876331,2013-11-12,,Yes,False,Windows Server 2012
Remote Code Execution,False,Critical,Vulnerability in Windows Graphics Device Interface Could Allow Remote Code Execution,MS13-089,False,False,False,False,False,,False,False,False,2876331,False,CVE-2013-3940,2876331,2013-11-12,,Yes,False,Windows Server 2012 R2
Remote Code Execution,False,Critical,Vulnerability in Windows Graphics Device Interface Could Allow Remote Code Execution,MS13-089,False,False,False,False,False,,False,False,False,2876331,False,CVE-2013-3940,2876331,2013-11-12,,Yes,False,Windows Server 2012 (Server Core installation)
Remote Code Execution,False,Critical,Vulnerability in Windows Graphics Device Interface Could Allow Remote Code Execution,MS13-089,False,False,False,False,False,,False,False,False,2876331,False,CVE-2013-3940,2876331,2013-11-12,,Yes,False,Windows Server 2012 R2 (server core installation)
Remote Code Execution,False,Important,Cumulative Security Update for Internet Explorer,MS13-088,False,False,False,False,False,MS13-080[2879017],False,False,False,2888505,False,"CVE-2013-3871,CVE-2013-3908,CVE-2013-3909,CVE-2013-3910,CVE-2013-3911,CVE-2013-3912,CVE-2013-3914,CVE-2013-3915,CVE-2013-3916,CVE-2013-3917",2888505,2013-11-12,Internet Explorer 10,Yes,False,Windows Server 2012
Remote Code Execution,False,Moderate,Cumulative Security Update for Internet Explorer,MS13-088,False,False,False,False,False,MS13-080[2884101],False,False,False,2888505,False,"CVE-2013-3871,CVE-2013-3908,CVE-2013-3909,CVE-2013-3910,CVE-2013-3911,CVE-2013-3912,CVE-2013-3914,CVE-2013-3915,CVE-2013-3916,CVE-2013-3917",2888505,2013-11-12,Windows Internet Explorer 11,Yes,False,Windows Server 2012 R2
Remote Code Execution,False,Critical,Vulnerability in Windows Common Control Library Could Allow Remote Code Execution,MS13-083,False,False,False,False,False,,False,False,False,2864058,False,CVE-2013-3195,2864058,2013-10-08,,Yes,False,Windows Server 2012
Remote Code Execution,False,Critical,Vulnerability in Windows Common Control Library Could Allow Remote Code Execution,MS13-083,False,False,False,False,False,,False,False,False,2864058,False,CVE-2013-3195,2864058,2013-10-08,,Yes,False,Windows Server 2012 (Server Core installation)
Remote Code Execution,False,Critical,Vulnerabilities in .NET Framework Could Allow Remote Code Execution,MS13-082,False,False,False,False,False,,False,False,False,2861194,False,"CVE-2013-3128,CVE-2013-3860,CVE-2013-3861",2878890,2013-10-08,Microsoft .NET Framework 3.5,Maybe,False,Windows Server 2012
Remote Code Execution,False,Critical,Vulnerabilities in .NET Framework Could Allow Remote Code Execution,MS13-082,False,False,False,False,False,,False,False,False,2861194,False,"CVE-2013-3128,CVE-2013-3860,CVE-2013-3861",2878890,2013-10-08,Microsoft .NET Framework 3.5,Maybe,False,Windows Server 2012 (Server Core installation)
Denial of Service,False,Important,Vulnerabilities in .NET Framework Could Allow Remote Code Execution,MS13-082,False,False,False,False,False,,False,False,True,2861704,False,"CVE-2013-3128,CVE-2013-3860,CVE-2013-3861",2878890,2013-10-08,Microsoft .NET Framework 3.5,Maybe,False,Windows Server 2012
Denial of Service,False,Important,Vulnerabilities in .NET Framework Could Allow Remote Code Execution,MS13-082,False,False,False,False,False,,False,False,True,2861704,False,"CVE-2013-3128,CVE-2013-3860,CVE-2013-3861",2878890,2013-10-08,Microsoft .NET Framework 3.5,Maybe,False,Windows Server 2012 (Server Core installation)
Denial of Service,False,Important,Vulnerabilities in .NET Framework Could Allow Remote Code Execution,MS13-082,False,False,False,False,False,MS13-040[2804584],False,False,False,2863243,False,"CVE-2013-3128,CVE-2013-3860,CVE-2013-3861",2878890,2013-10-08,Microsoft .NET Framework 3.5,Maybe,False,Windows Server 2012
Denial of Service,False,Important,Vulnerabilities in .NET Framework Could Allow Remote Code Execution,MS13-082,False,False,False,False,False,MS13-040[2804584],False,False,False,2863243,False,"CVE-2013-3128,CVE-2013-3860,CVE-2013-3861",2878890,2013-10-08,Microsoft .NET Framework 3.5,Maybe,False,Windows Server 2012 (Server Core installation)
Denial of Service,False,Important,Vulnerabilities in .NET Framework Could Allow Remote Code Execution,MS13-082,False,False,False,False,False,MS13-040[2804583],False,False,True,2861702,False,"CVE-2013-3128,CVE-2013-3860,CVE-2013-3861",2878890,2013-10-08,Microsoft .NET Framework 4.5,Maybe,False,Windows Server 2012
Denial of Service,False,Important,Vulnerabilities in .NET Framework Could Allow Remote Code Execution,MS13-082,False,False,False,False,False,MS13-040[2804583],False,False,True,2861702,False,"CVE-2013-3128,CVE-2013-3860,CVE-2013-3861",2878890,2013-10-08,Microsoft .NET Framework 4.5,Maybe,False,Windows Server 2012 (Server Core installation)
Remote Code Execution,False,Critical,Vulnerabilities in Windows Kernel-Mode Drivers Could Allow Remote Code Execution,MS13-081,False,False,False,False,False,MS12-078[2753842],False,False,False,2847311,False,"CVE-2013-3128,CVE-2013-3200,CVE-2013-3879,CVE-2013-3880,CVE-2013-3881,CVE-2013-3888,CVE-2013-3894",2870008,2013-10-08,,Yes,False,Windows Server 2012
Remote Code Execution,False,Critical,Vulnerabilities in Windows Kernel-Mode Drivers Could Allow Remote Code Execution,MS13-081,False,False,False,False,False,MS12-078[2753842],False,False,False,2847311,False,"CVE-2013-3128,CVE-2013-3200,CVE-2013-3879,CVE-2013-3880,CVE-2013-3881,CVE-2013-3888,CVE-2013-3894",2870008,2013-10-08,,Yes,False,Windows Server 2012 (Server Core installation)
Elevation of Privilege,False,Important,Vulnerabilities in Windows Kernel-Mode Drivers Could Allow Remote Code Execution,MS13-081,False,False,False,False,False,,True,False,True,2862330,False,"CVE-2013-3128,CVE-2013-3200,CVE-2013-3879,CVE-2013-3880,CVE-2013-3881,CVE-2013-3888,CVE-2013-3894",2870008,2013-10-08,,Yes,False,Windows Server 2012
Elevation of Privilege,False,Important,Vulnerabilities in Windows Kernel-Mode Drivers Could Allow Remote Code Execution,MS13-081,False,False,False,False,False,,True,False,True,2862330,False,"CVE-2013-3128,CVE-2013-3200,CVE-2013-3879,CVE-2013-3880,CVE-2013-3881,CVE-2013-3888,CVE-2013-3894",2870008,2013-10-08,,Yes,False,Windows Server 2012 (Server Core installation)
Elevation of Privilege,False,Important,Vulnerabilities in Windows Kernel-Mode Drivers Could Allow Remote Code Execution,MS13-081,False,False,False,False,False,,True,False,True,2862335,False,"CVE-2013-3128,CVE-2013-3200,CVE-2013-3879,CVE-2013-3880,CVE-2013-3881,CVE-2013-3888,CVE-2013-3894",2870008,2013-10-08,,Yes,False,Windows Server 2012
Elevation of Privilege,False,Important,Vulnerabilities in Windows Kernel-Mode Drivers Could Allow Remote Code Execution,MS13-081,False,False,False,False,False,,True,False,True,2862335,False,"CVE-2013-3128,CVE-2013-3200,CVE-2013-3879,CVE-2013-3880,CVE-2013-3881,CVE-2013-3888,CVE-2013-3894",2870008,2013-10-08,,Yes,False,Windows Server 2012 (Server Core installation)
Elevation of Privilege,False,Important,Vulnerabilities in Windows Kernel-Mode Drivers Could Allow Remote Code Execution,MS13-081,False,False,False,False,False,,True,False,True,2868038,False,"CVE-2013-3128,CVE-2013-3200,CVE-2013-3879,CVE-2013-3880,CVE-2013-3881,CVE-2013-3888,CVE-2013-3894",2870008,2013-10-08,,Yes,False,Windows Server 2012
Remote Code Execution,False,Critical,Vulnerabilities in Windows Kernel-Mode Drivers Could Allow Remote Code Execution,MS13-081,False,False,False,False,False,MS13-076[2876315],False,False,False,2883150,False,"CVE-2013-3128,CVE-2013-3200,CVE-2013-3879,CVE-2013-3880,CVE-2013-3881,CVE-2013-3888,CVE-2013-3894",2870008,2013-10-08,,Yes,False,Windows Server 2012
Elevation of Privilege,False,Important,Vulnerabilities in Windows Kernel-Mode Drivers Could Allow Remote Code Execution,MS13-081,False,False,False,False,False,,True,False,True,2884256,False,"CVE-2013-3128,CVE-2013-3200,CVE-2013-3879,CVE-2013-3880,CVE-2013-3881,CVE-2013-3888,CVE-2013-3894",2870008,2013-10-08,,Yes,False,Windows Server 2012
Elevation of Privilege,False,Important,Vulnerabilities in Windows Kernel-Mode Drivers Could Allow Remote Code Execution,MS13-081,False,False,False,False,False,,True,False,True,2864202,False,"CVE-2013-3128,CVE-2013-3200,CVE-2013-3879,CVE-2013-3880,CVE-2013-3881,CVE-2013-3888,CVE-2013-3894",2870008,2013-10-08,,Yes,False,Windows Server 2012
Elevation of Privilege,False,Important,Vulnerabilities in Windows Kernel-Mode Drivers Could Allow Remote Code Execution,MS13-081,False,False,False,False,False,,True,False,True,2864202,False,"CVE-2013-3128,CVE-2013-3200,CVE-2013-3879,CVE-2013-3880,CVE-2013-3881,CVE-2013-3888,CVE-2013-3894",2870008,2013-10-08,,Yes,False,Windows Server 2012 (Server Core installation)
Elevation of Privilege,False,Important,Vulnerabilities in Windows Kernel-Mode Drivers Could Allow Remote Code Execution,MS13-081,False,False,False,False,False,,False,False,True,2863725,False,"CVE-2013-3128,CVE-2013-3200,CVE-2013-3879,CVE-2013-3880,CVE-2013-3881,CVE-2013-3888,CVE-2013-3894",2870008,2013-10-08,,Yes,False,Windows Server 2012
Elevation of Privilege,False,Important,Vulnerabilities in Windows Kernel-Mode Drivers Could Allow Remote Code Execution,MS13-081,False,False,False,False,False,,False,False,True,2863725,False,"CVE-2013-3128,CVE-2013-3200,CVE-2013-3879,CVE-2013-3880,CVE-2013-3881,CVE-2013-3888,CVE-2013-3894",2870008,2013-10-08,,Yes,False,Windows Server 2012 (Server Core installation)
Elevation of Privilege,False,Critical,Vulnerabilities in Windows Kernel-Mode Drivers Could Allow Remote Code Execution,MS13-081,False,False,False,False,False,MS13-076[2876315],False,False,False,2883150,False,"CVE-2013-3128,CVE-2013-3200,CVE-2013-3879,CVE-2013-3880,CVE-2013-3881,CVE-2013-3888,CVE-2013-3894",2870008,2013-10-08,,Yes,False,Windows Server 2012 (Server Core installation)
Remote Code Execution,False,Moderate,Cumulative Security Update for Internet Explorer,MS13-080,False,False,False,False,False,MS13-069[2870699],False,False,False,2879017,False,"CVE-2013-3872,CVE-2013-3873,CVE-2013-3874,CVE-2013-3875,CVE-2013-3882,CVE-2013-3885,CVE-2013-3886,CVE-2013-3893,CVE-2013-3897",2879017,2013-10-08,Internet Explorer 10,Yes,False,Windows Server 2012
Remote Code Execution,False,Moderate,Cumulative Security Update for Internet Explorer,MS13-080,False,False,False,False,False,,False,False,False,2884101,False,"CVE-2013-3872,CVE-2013-3873,CVE-2013-3874,CVE-2013-3875,CVE-2013-3882,CVE-2013-3885,CVE-2013-3886,CVE-2013-3893,CVE-2013-3897",2879017,2013-10-08,Windows Internet Explorer 11,Yes,False,Windows Server 2012 R2
Denial of Service,False,Important,Vulnerability in Active Directory Could Allow Denial of Service,MS13-079,False,False,False,False,False,,False,False,False,2853587,False,CVE-2013-3868,2853587,2013-09-10,Active Directory Services,Maybe,False,Windows Server 2012
Denial of Service,False,Important,Vulnerability in Active Directory Could Allow Denial of Service,MS13-079,False,False,False,False,False,,False,False,False,2853587,False,CVE-2013-3868,2853587,2013-09-10,Active Directory Lightweight Directory Services,Maybe,False,Windows Server 2012
Denial of Service,False,Important,Vulnerability in Active Directory Could Allow Denial of Service,MS13-079,False,False,False,False,False,,False,False,False,2853587,False,CVE-2013-3868,2853587,2013-09-10,Active Directory Services,Maybe,False,Windows Server 2012 (Server Core installation)
Denial of Service,False,Important,Vulnerability in Active Directory Could Allow Denial of Service,MS13-079,False,False,False,False,False,,False,False,False,2853587,False,CVE-2013-3868,2853587,2013-09-10,Active Directory Lightweight Directory Services,Maybe,False,Windows Server 2012 (Server Core installation)
Elevation of Privilege,False,Important,Vulnerabilities in Kernel-Mode Drivers Could Allow Elevation of Privilege,MS13-076,False,False,False,False,False,MS13-053[2850851],False,False,False,2876315,False,CVE-2013-3866,2876315,2013-09-10,,Yes,False,Windows Server 2012
Elevation of Privilege,False,Important,Vulnerabilities in Kernel-Mode Drivers Could Allow Elevation of Privilege,MS13-076,False,False,False,False,False,MS13-053[2850851],False,False,False,2876315,False,CVE-2013-3866,2876315,2013-09-10,,Yes,False,Windows Server 2012 (Server Core installation)
Remote Code Execution,False,Moderate,Cumulative Security Update for Internet Explorer,MS13-069,False,False,False,False,False,MS13-059[2862772],False,False,False,2870699,False,"CVE-2013-3201,CVE-2013-3202,CVE-2013-3203,CVE-2013-3204,CVE-2013-3205,CVE-2013-3206,CVE-2013-3207,CVE-2013-3208,CVE-2013-3209,CVE-2013-3845",2870699,2013-09-10,Internet Explorer 10,Yes,False,Windows Server 2012
Information Disclosure,False,Important,Vulnerability in Active Directory Federation Services Could Allow Information Disclosure,MS13-066,False,False,False,False,False,,False,False,False,2843638,False,CVE-2013-3185,2873872,2013-08-13,Active Directory Federation Services 2.1,Yes,False,Windows Server 2012
Not a Vulnerability,False,None,Vulnerability in Active Directory Federation Services Could Allow Information Disclosure,MS13-066,False,False,False,False,False,,False,False,False,2843639,False,CVE-2013-3185,2873872,2013-08-13,Active Directory Federation Services 2.1,Yes,False,Windows Server 2012
Denial of Service,False,Important,Vulnerability in ICMPv6 could allow Denial of Service,MS13-065,False,False,False,False,False,MS13-049[2845690],False,False,False,2868623,False,CVE-2013-3183,2868623,2013-08-13,,Yes,False,Windows Server 2012
Denial of Service,False,Important,Vulnerability in ICMPv6 could allow Denial of Service,MS13-065,False,False,False,False,False,MS13-049[2845690],False,False,False,2868623,False,CVE-2013-3183,2868623,2013-08-13,,Yes,False,Windows Server 2012 (Server Core installation)
Denial of Service,False,Important,Vulnerability in Windows NAT Driver Could Allow Denial of Service,MS13-064,False,False,False,False,False,,False,False,True,2849568,False,CVE-2013-3182,2849568,2013-08-13,,Yes,False,Windows Server 2012
Elevation of Privilege,False,Important,Vulnerability in Remote Procedure Call Could Allow Elevation of Privilege,MS13-062,False,False,False,False,False,,False,False,False,2849470,False,CVE-2013-3175,2849470,2013-08-13,,Yes,False,Windows Server 2012
Elevation of Privilege,False,Important,Vulnerability in Remote Procedure Call Could Allow Elevation of Privilege,MS13-062,False,False,False,False,False,,False,False,False,2849470,False,CVE-2013-3175,2849470,2013-08-13,,Yes,False,Windows Server 2012 (Server Core installation)
Remote Code Execution,False,Moderate,Cumulative Security Update for Internet Explorer,MS13-059,False,False,False,False,False,MS13-055[2846071],False,False,False,2862772,False,"CVE-2013-3181,CVE-2013-3184,CVE-2013-3187,CVE-2013-3188,CVE-2013-3189,CVE-2013-3190,CVE-2013-3191,CVE-2013-3193,CVE-2013-3194,CVE-2013-3199",2862772,2013-08-13,Internet Explorer 10,Yes,False,Windows Server 2012
Remote Code Execution,False,Critical,Vulnerability in Windows Media Format Runtime Could Allow Remote Code Execution,MS13-057,False,False,False,False,False,,False,False,False,2803821,False,CVE-2013-3127,2847883,2013-07-09,Windows Media Player 12,Maybe,False,Windows Server 2012
Remote Code Execution,False,Critical,Vulnerability in Microsoft DirectShow Could Allow Remote Code Execution,MS13-056,False,False,False,False,False,,False,False,False,2845187,False,CVE-2013-3174,2845187,2013-07-09,,No,False,Windows Server 2012
Remote Code Execution,False,Moderate,Cumulative Security Update for Internet Explorer,MS13-055,False,False,False,False,False,MS13-047[2838727],False,False,False,2846071,False,"CVE-2013-3115,CVE-2013-3143,CVE-2013-3144,CVE-2013-3145,CVE-2013-3146,CVE-2013-3147,CVE-2013-3148,CVE-2013-3149,CVE-2013-3150,CVE-2013-3151,CVE-2013-3152,CVE-2013-3153,CVE-2013-3161,CVE-2013-3162,CVE-2013-3163,CVE-2013-3166,CVE-2013-3846,CVE-2013-4015,CVE-2013-6164",2846071,2013-07-09,Internet Explorer 10,Yes,False,Windows Server 2012
Remote Code Execution,False,Moderate,Cumulative Security Update for Internet Explorer,MS13-055,False,False,False,False,False,MS13-047[2838727],False,False,False,2846071,False,"CVE-2013-3115,CVE-2013-3143,CVE-2013-3144,CVE-2013-3145,CVE-2013-3146,CVE-2013-3147,CVE-2013-3148,CVE-2013-3149,CVE-2013-3150,CVE-2013-3151,CVE-2013-3152,CVE-2013-3153,CVE-2013-3161,CVE-2013-3162,CVE-2013-3163,CVE-2013-3166,CVE-2013-3846,CVE-2013-4015,CVE-2013-6164",2846071,2013-07-09,Internet Explorer 10,Yes,False,Windows Server 2012
Remote Code Execution,False,Critical,Vulnerability in GDI+ Could Allow Remote Code Execution,MS13-054,False,False,False,False,False,,False,False,False,2835364,False,CVE-2013-3129,2848295,2013-07-09,Journal,Yes,False,Windows Server 2012
Remote Code Execution,False,Critical,Vulnerability in GDI+ Could Allow Remote Code Execution,MS13-054,False,False,False,False,False,,False,False,False,2835361,False,CVE-2013-3129,2848295,2013-07-09,DirectWrite,Yes,False,Windows Server 2012
